Entity,Year,Outdoor air pollution,High systolic blood pressure,Diet low in whole grains ,Alcohol use, Diet low in fruits ,Secondhand smoke,Unsafe sex ,Diet low in nuts and seeds, Smoking,High fasting plasma glucose,Air pollution - Sex,High body-mass index,No access to handwashing facility,Drug use , Low bone mineral density ,Vitamin A deficiency , Child stunting - Sex: Both - Age: All Ages (Number), Discontinued breastfeeding,Non-exclusive breastfeeding
Sweden,2019,758,19501,4105,4340,1225,739,299,702,13692,11975,758,8795,40,734,1233,0,0,0,1
Switzerland,1990,3759,12448,3052,4302,1003,1258,251,297,11855,6331,3740,5026,27,519,1057,0,1,0,5
Switzerland,1991,3698,12435,3079,4256,1015,1252,249,299,11786,6423,3680,5045,27,562,1040,0,1,0,4
Switzerland,1992,3584,12270,3064,4158,1013,1226,241,298,11544,6442,3568,4998,27,590,1004,0,1,0,4
Switzerland,1993,3467,12189,3062,4074,1011,1196,235,301,11291,6504,3453,4979,26,611,972,0,0,0,3
Switzerland,1994,3395,12237,3091,4017,1014,1170,219,308,11112,6617,3380,5012,25,633,934,0,0,0,3
Switzerland,1995,3406,12632,3232,4032,1040,1167,660,327,11272,6974,3388,5198,24,669,893,0,0,0,2
Switzerland,1996,3273,12495,3207,3956,1021,1122,579,329,10977,7019,3255,5163,23,632,852,0,0,0,2
Switzerland,1997,3177,12444,3201,3944,1012,1095,456,331,10891,7050,3159,5162,23,600,815,0,0,0,2
Switzerland,1998,3061,12359,3172,3915,998,1062,394,330,10839,7081,3043,5149,23,585,791,0,0,0,2
Switzerland,1999,2931,12286,3132,3893,982,1020,355,329,10668,7097,2913,5139,23,573,783,0,0,0,2
Switzerland,2000,2800,12270,3098,3935,969,983,342,328,10566,7124,2786,5162,22,581,799,0,0,0,2
Switzerland,2001,2643,12031,3006,3886,944,926,322,324,10367,7055,2628,5085,21,575,802,0,0,0,1
Switzerland,2002,2582,12051,2982,3867,936,887,301,326,10321,7149,2564,5115,21,563,815,0,0,0,1
Switzerland,2003,2496,12073,2951,3840,929,849,291,328,10310,7257,2478,5150,20,547,841,0,0,0,1
Switzerland,2004,2357,11798,2844,3780,896,794,274,320,10103,7113,2340,5068,20,534,844,0,0,0,1
Switzerland,2005,2266,11743,2795,3769,879,764,255,318,10044,7074,2251,5059,19,536,860,0,0,0,1
Switzerland,2006,2218,11662,2743,3755,862,738,263,316,9958,7048,2203,5065,19,541,888,0,0,0,1
Switzerland,2007,2197,11603,2699,3763,847,719,250,314,9912,7062,2182,5092,19,543,917,0,0,0,1
Switzerland,2008,2173,11544,2647,3748,830,699,241,311,9821,7067,2158,5122,18,546,952,0,0,0,1
Switzerland,2009,2181,11556,2620,3770,819,690,240,310,9855,7083,2167,5182,19,546,989,0,0,0,2
Switzerland,2010,2152,11480,2568,3774,799,673,238,305,9790,7003,2136,5208,19,542,1033,0,0,0,2
Switzerland,2011,2100,11411,2514,3774,782,660,235,299,9741,6928,2084,5234,19,543,1066,0,0,0,2
Switzerland,2012,2080,11626,2531,3794,783,660,244,303,9783,7040,2064,5368,20,552,1124,0,0,0,2
Switzerland,2013,2028,11731,2525,3800,778,657,233,303,9807,7101,2012,5461,20,562,1173,0,0,0,2
Switzerland,2014,1953,11770,2508,3775,766,648,231,302,9746,7102,1935,5528,21,566,1196,0,0,0,2
Switzerland,2015,1869,12027,2535,3797,768,650,223,307,9780,7207,1853,5665,22,571,1232,0,0,0,2
Switzerland,2016,1663,11996,2521,3783,761,644,230,303,9768,7109,1650,5720,22,578,1248,0,0,0,2
Switzerland,2017,1524,12110,2562,3810,769,652,231,306,9883,7141,1513,5826,22,591,1237,0,0,0,2
Switzerland,2018,1578,12346,2621,3860,782,663,232,310,10026,7411,1566,5973,22,604,1256,0,0,0,1
Switzerland,2019,1621,12571,2680,3938,795,677,233,313,10216,7841,1608,6129,23,618,1268,0,0,0,1
Syria,1990,6698,14344,4391,533,706,2128,74,159,8447,6271,7855,7516,371,99,162,201,1099,38,584
Syria,1991,7099,14933,4562,548,739,2182,77,154,8838,6729,8084,7953,349,104,165,184,1030,36,548
Syria,1992,7615,15883,4849,572,793,2277,82,152,9443,7359,8453,8614,320,112,172,162,943,34,499
Syria,1993,7585,15626,4748,562,782,2209,80,140,9322,7451,8248,8557,291,112,168,136,847,32,453
Syria,1994,7740,15998,4835,567,800,2218,81,134,9488,7845,8299,8868,274,116,174,114,758,30,410
Syria,1995,7861,16438,4951,571,822,2235,83,129,9682,8279,8372,9221,256,120,173,93,672,28,369
Syria,1996,7818,16651,5015,578,836,2221,84,124,9814,8569,8285,9475,223,126,174,72,566,22,287
Syria,1997,7807,17007,5122,590,857,2224,86,119,10006,8920,8199,9807,198,131,177,53,469,18,228
Syria,1998,7947,17809,5356,610,898,2276,90,117,10334,9521,8260,10401,178,138,187,46,402,15,179
Syria,1999,7776,17787,5350,616,902,2227,90,112,10270,9661,8009,10489,158,142,190,39,343,13,138
Syria,2000,7621,17644,5361,617,902,2184,93,108,10229,9726,7816,10506,142,146,186,32,292,10,102
Syria,2001,7415,17166,5283,608,884,2118,91,104,9945,9622,7591,10246,130,151,184,29,262,9,78
Syria,2002,7552,17441,5436,616,904,2143,94,106,10084,9975,7706,10413,126,161,189,26,239,7,60
Syria,2003,7361,16932,5344,604,887,2064,93,102,9845,9811,7477,10165,113,167,187,22,198,6,43
Syria,2004,7580,17232,5517,611,913,2113,97,104,9964,10105,7667,10425,115,180,195,18,184,5,36
Syria,2005,7722,17326,5588,617,918,2130,98,106,9958,10328,7778,10486,119,196,203,14,177,5,34
Syria,2006,8023,17662,5732,626,930,2181,99,110,10042,10720,8055,10732,128,218,208,13,184,4,32
Syria,2007,8497,18254,5961,638,953,2246,100,115,10355,11279,8510,11143,138,234,218,12,189,4,32
Syria,2008,9244,19194,6307,662,992,2385,103,122,10987,12043,9242,11842,156,250,227,6,186,4,37
Syria,2009,9515,19418,6395,661,994,2420,105,124,11076,12375,9509,12090,159,258,232,4,175,4,36
Syria,2010,9852,20053,6611,675,1024,2497,108,130,11256,12992,9848,12509,163,236,242,4,176,3,36
Syria,2011,10115,20750,6835,659,1058,2573,110,139,11502,13604,10109,12907,166,255,251,4,186,3,36
Syria,2012,10210,21238,6980,632,1092,2613,111,150,11690,14046,10201,13238,162,255,253,5,187,3,33
Syria,2013,10334,21944,7185,606,1144,2664,111,166,11891,14673,10321,13645,156,255,260,7,181,2,28
Syria,2014,10340,22365,7304,581,1190,2696,111,182,11985,15069,10325,13947,150,256,263,5,154,2,24
Syria,2015,10240,22459,7331,561,1223,2704,112,194,12018,15185,10222,14157,140,258,269,4,126,2,21
Syria,2016,10208,23122,7544,551,1287,2760,113,218,12275,15787,10186,14573,132,265,269,2,100,2,19
Syria,2017,10278,24035,7837,550,1365,2843,115,249,12627,16600,10252,15097,127,274,280,2,80,1,17
Syria,2018,10466,24818,8077,556,1429,2924,118,278,12934,17312,10439,15574,123,285,295,1,61,1,15
Syria,2019,10701,25568,8303,567,1487,3013,121,308,13240,17994,10671,16054,120,297,307,1,50,1,15
Taiwan,1990,6144,19842,2378,10051,1647,3279,1022,123,16359,11460,9438,7521,144,1226,939,0,11,1,24
Taiwan,1991,6232,19366,2440,10091,1618,3326,1047,116,16612,11891,9227,7636,136,1269,953,0,9,1,18
Taiwan,1992,6472,19230,2541,10279,1613,3425,1088,112,17149,12552,9210,7867,133,1323,973,0,8,0,14
Taiwan,1993,6634,18894,2605,10399,1593,3486,1133,106,17446,13139,9110,8066,128,1374,982,0,6,0,11
Taiwan,1994,6932,18818,2704,10759,1593,3582,1159,104,18234,13883,9214,8350,126,1437,1014,0,5,0,10
Taiwan,1995,7270,18874,2813,10984,1594,3715,1216,105,18857,14763,9437,8672,125,1476,1035,0,5,0,9
Taiwan,1996,7640,18933,2933,11207,1594,3824,1276,107,19554,15545,9684,8968,124,1542,1051,0,5,0,8
Taiwan,1997,7802,18335,2948,11014,1533,3785,1251,105,19601,15753,9600,8906,120,1558,1019,0,4,0,7
Taiwan,1998,8173,18305,3018,10983,1511,3844,1262,106,20010,16424,9769,9112,121,1717,1012,0,3,0,6
Taiwan,1999,8442,18117,3038,10832,1473,3833,1213,106,20047,17000,9828,9233,118,1813,1003,0,3,0,5
Taiwan,2000,8815,18491,3132,10744,1477,3890,1193,110,20550,17813,10078,9586,117,1925,1021,0,3,0,5
Taiwan,2001,9072,18848,3214,10559,1470,3934,1133,115,20764,18367,10236,9865,121,1970,1009,0,3,0,4
Taiwan,2002,9168,19045,3255,10080,1441,3917,1024,121,20415,18807,10212,10049,126,1920,1002,0,2,0,4
Taiwan,2003,9323,19083,3363,9932,1437,3957,1063,128,21003,19291,10271,10308,130,2068,987,0,2,0,3
Taiwan,2004,9592,19522,3519,10011,1455,4015,1062,137,21946,19763,10459,10641,138,2192,1001,0,2,0,3
Taiwan,2005,9843,19892,3651,10143,1473,4084,1069,145,22670,20329,10640,10996,145,2287,1024,0,2,0,3
Taiwan,2006,9681,19438,3635,9940,1428,3975,1023,146,22626,19856,10382,10857,147,2255,1017,0,2,0,3
Taiwan,2007,9692,19460,3727,9717,1410,3980,1021,152,22767,19918,10329,10893,153,2181,1025,0,2,0,3
Taiwan,2008,9704,19486,3833,9659,1385,3972,1031,158,23212,19677,10280,10868,163,2082,1058,0,2,0,4
Taiwan,2009,9555,19362,3884,9469,1350,3929,1024,162,23127,19508,10095,10822,169,1974,1070,0,2,0,3
Taiwan,2010,9644,19590,3978,9438,1335,3957,1012,167,23398,19604,10165,10930,176,1900,1097,0,2,0,3
Taiwan,2011,10242,20626,4231,9905,1376,4140,1057,177,24716,20471,10768,11501,192,1950,1162,0,2,0,4
Taiwan,2012,10591,20887,4284,9782,1352,4163,1048,177,24527,20595,11074,11656,199,1884,1192,0,2,0,5
Taiwan,2013,10960,21087,4313,9701,1326,4160,1023,177,24445,20603,11391,11777,205,1837,1208,0,2,0,4
Taiwan,2014,11720,22202,4530,9983,1356,4355,1040,183,25240,21559,12138,12405,219,1889,1279,0,2,0,4
Taiwan,2015,11786,22400,4532,9917,1330,4376,1012,182,25137,21593,12205,12501,224,1892,1287,0,2,0,4
Taiwan,2016,11766,23695,4743,10314,1373,4623,1065,188,25985,22833,12234,13248,238,2011,1347,0,2,0,4
Taiwan,2017,11524,24364,4835,10574,1392,4761,1089,190,26174,23846,11990,13758,239,2087,1379,0,2,0,3
Taiwan,2018,11785,24883,4913,10850,1400,4867,1117,186,26279,24820,12207,14312,238,2176,1394,0,1,0,3
Taiwan,2019,12127,25695,5035,11192,1417,5030,1145,185,26645,26122,12527,14957,241,2258,1421,0,1,0,3
Tajikistan,1990,2080,6552,1625,1121,812,1878,138,745,3580,1412,7759,1615,1371,103,66,103,1435,83,1339
Tajikistan,1991,2163,6936,1715,1192,870,1815,143,799,3713,1531,7807,1732,1335,112,68,101,1380,84,1347
Tajikistan,1992,2276,7522,1863,1428,952,1765,150,881,3882,1686,7964,1877,1278,125,73,98,1304,83,1328
Tajikistan,1993,2387,8093,2007,1391,1021,1743,154,963,3810,1824,8147,1970,1246,132,80,95,1254,80,1301
Tajikistan,1994,2636,8870,2223,1507,1133,1831,161,1080,4092,2034,8742,2138,1296,149,75,97,1298,82,1352
Tajikistan,1995,2597,8333,2096,1503,1086,1739,153,1027,4079,1964,8407,2064,1284,158,70,98,1248,79,1332
Tajikistan,1996,2548,8056,2022,1493,1063,1630,145,997,4001,1935,8088,1977,1279,167,67,101,1179,75,1300
Tajikistan,1997,2550,8257,2057,1397,1091,1546,141,1014,3807,1999,7982,1909,1260,174,65,105,1131,72,1274
Tajikistan,1998,2607,8790,2184,1303,1162,1482,138,1071,3704,2163,8050,1890,1206,185,64,103,1067,67,1232
Tajikistan,1999,2622,8961,2225,1227,1197,1414,133,1086,3663,2280,7974,1849,1122,197,60,97,991,61,1161
Tajikistan,2000,2608,9037,2234,1196,1213,1343,131,1087,3629,2382,7825,1840,1049,209,58,94,904,57,1094
Tajikistan,2001,2627,9259,2274,1177,1242,1311,134,1103,3660,2548,7722,1892,969,218,57,85,812,49,985
Tajikistan,2002,2644,9404,2303,1169,1260,1277,136,1114,3712,2733,7454,1950,875,227,57,76,727,42,877
Tajikistan,2003,2686,9598,2343,1152,1283,1250,142,1130,3733,2954,7184,2028,779,233,58,64,652,37,782
Tajikistan,2004,2750,9820,2416,1157,1310,1236,149,1163,3783,3204,6979,2116,667,247,59,48,586,33,692
Tajikistan,2005,2860,10204,2518,1196,1361,1238,157,1210,3933,3497,6958,2254,606,263,64,40,532,30,624
Tajikistan,2006,2967,10478,2585,1206,1384,1246,164,1239,4020,3772,6990,2357,608,273,64,39,512,29,595
Tajikistan,2007,3117,10763,2676,1214,1409,1255,169,1276,4119,4134,7057,2465,581,282,66,35,491,28,559
Tajikistan,2008,3239,11003,2756,1218,1420,1259,172,1308,4147,4497,7078,2550,547,290,68,32,473,28,530
Tajikistan,2009,3336,11178,2820,1227,1423,1262,175,1333,4138,4823,7068,2636,531,296,69,30,460,28,509
Tajikistan,2010,3515,11690,2980,1249,1467,1287,180,1402,4234,5265,7219,2798,505,308,73,28,445,27,484
Tajikistan,2011,3719,12042,3116,1271,1496,1308,182,1461,4299,5638,7329,2975,470,320,73,24,430,26,458
Tajikistan,2012,3925,12159,3166,1314,1493,1312,182,1477,4293,5935,7331,3151,452,334,74,22,416,25,439
Tajikistan,2013,4110,12150,3187,1359,1477,1307,181,1481,4276,6176,7277,3323,436,352,75,21,401,23,422
Tajikistan,2014,4362,12481,3299,1425,1504,1331,183,1527,4372,6613,7390,3594,419,375,77,19,385,22,404
Tajikistan,2015,4586,12868,3433,1478,1538,1355,180,1585,4477,7109,7527,3880,390,391,80,16,360,19,369
Tajikistan,2016,4780,13316,3588,1541,1581,1385,175,1655,4608,7739,7665,4204,368,405,83,15,334,17,341
Tajikistan,2017,4895,13409,3607,1608,1596,1394,175,1661,4685,8027,7686,4406,354,412,85,14,319,16,334
Tajikistan,2018,4827,13065,3514,1666,1564,1366,177,1612,4611,7945,7478,4504,335,422,84,13,298,15,319
Tajikistan,2019,4890,13064,3512,1732,1568,1364,181,1605,4634,8016,7455,4665,322,436,85,12,281,15,308
Tanzania,1990,2205,15759,981,13143,2056,3371,26574,92,11560,6583,44320,5500,21359,808,565,2707,13466,299,7969
Tanzania,1991,2236,16168,1029,13337,2103,3371,34980,98,11868,6764,44391,5606,21522,930,588,2665,13435,327,8199
Tanzania,1992,2296,16659,1084,13545,2156,3390,44109,103,12212,6987,44737,5741,22337,1065,596,2646,13648,379,8807
Tanzania,1993,2369,17192,1141,13782,2211,3413,53489,109,12558,7241,45106,5894,21806,1207,611,2412,13277,362,8229
Tanzania,1994,2453,17735,1199,14054,2262,3432,62595,114,12911,7501,45503,6059,22015,1345,627,2312,13202,355,8132
Tanzania,1995,2539,18267,1254,14281,2304,3428,71048,119,13202,7749,45716,6217,22125,1475,640,2233,13085,342,7990
Tanzania,1996,2647,18583,1301,14563,2325,3416,78509,120,13479,8069,45898,6347,21459,1597,735,2106,12687,307,7405
Tanzania,1997,2807,19066,1361,14763,2355,3393,84949,120,13780,8504,46182,6538,21639,1713,685,2053,12597,311,7441
Tanzania,1998,2983,19751,1435,15027,2400,3361,90276,119,14151,9044,46444,6801,20942,1816,715,1995,12070,288,6883
Tanzania,1999,3129,19970,1500,15390,2383,3280,94406,116,14353,9394,46129,6891,19456,1946,739,1964,11301,235,5935
Tanzania,2000,3210,20114,1557,15624,2346,3166,97464,112,14443,9629,45381,6933,18250,2052,749,1966,10627,188,5212
Tanzania,2001,3280,20439,1574,15777,2312,3062,99474,106,14393,9875,44692,7069,17623,2074,758,1645,9426,164,4836
Tanzania,2002,3389,21020,1634,15830,2300,3018,100877,99,14446,10182,44735,7316,17427,2060,809,1190,8273,151,4601
Tanzania,2003,3532,21775,1703,15974,2305,3014,101714,91,14540,10574,45125,7695,17187,2063,803,744,7224,141,4294
Tanzania,2004,3666,22542,1764,16166,2305,2981,102086,84,14637,10977,45125,8071,16869,2078,822,696,6965,138,4043
Tanzania,2005,3785,23283,1818,16368,2304,2931,101337,79,14700,11400,44707,8427,16078,2106,843,742,6736,123,3594
Tanzania,2006,4035,24428,1901,16582,2339,2976,96479,76,14856,11940,45191,8891,15870,2093,881,681,6545,116,3336
Tanzania,2007,4254,25585,1981,16787,2368,3014,85640,72,14972,12558,45504,9387,15686,2022,900,796,6734,112,3142
Tanzania,2008,4441,26762,2060,16955,2395,3020,76350,69,15052,13224,45377,9878,15301,1959,919,1059,7135,107,2939
Tanzania,2009,4702,27885,2129,17061,2422,3095,72697,66,15100,13879,45903,10349,15233,1951,949,535,5951,108,2741
Tanzania,2010,4900,28762,2192,17012,2437,3115,69580,65,15117,14372,45745,10791,14819,1948,971,484,5639,98,2497
Tanzania,2011,5153,29865,2266,16990,2476,3169,67038,65,15251,14925,45901,11322,14468,1945,1015,629,5858,89,2285
Tanzania,2012,5489,31216,2357,17158,2536,3292,58587,66,15558,15613,46632,11949,14478,1906,1039,494,5543,85,2146
Tanzania,2013,5756,32530,2441,17399,2593,3359,47606,67,15839,16292,46690,12589,14159,1854,1064,552,5481,76,1956
Tanzania,2014,5864,33522,2496,17640,2626,3360,41253,67,16063,16780,46052,13158,13652,1840,1081,854,5845,66,1788
Tanzania,2015,6056,34548,2562,17945,2667,3497,37708,68,16346,17306,46685,13791,14062,1846,1113,282,4482,71,1796
Tanzania,2016,6022,35732,2655,18236,2731,3545,35864,70,16702,17868,46423,14658,13917,1875,1136,234,4154,69,1743
Tanzania,2017,5988,36879,2749,18607,2804,3574,32903,72,17094,18424,45993,15657,13621,1923,1177,257,3928,65,1664
Tanzania,2018,6154,37991,2848,18942,2881,3591,28844,75,17515,18769,45634,16645,12979,1954,1240,245,3550,54,1501
Tanzania,2019,6427,38944,2933,19290,2949,3616,26737,77,17914,18757,45491,17605,12545,2019,1261,305,3437,46,1412
Thailand,1990,15005,32987,4320,22956,4192,6488,3694,78,45158,23899,36008,10059,2146,2804,2099,237,885,67,1177
Thailand,1991,16031,34893,4570,24068,4363,6699,4942,81,47085,25563,37040,11045,2045,3207,2234,201,774,56,1017
Thailand,1992,16880,36296,4756,24953,4459,6807,6789,84,48415,26891,37575,11932,1944,3774,2304,170,677,47,882
Thailand,1993,17738,37608,4936,26123,4551,6902,9389,85,49468,28165,38044,12946,1881,4589,2402,145,607,40,775
Thailand,1994,18715,39191,5147,27722,4668,7032,12524,88,50809,29642,38721,14133,1855,5614,2513,128,547,33,686
Thailand,1995,19662,40489,5352,29153,4758,7135,16011,90,51743,30926,39211,15328,1800,6777,2585,109,488,28,606
Thailand,1996,20617,41717,5566,30056,4823,7278,19591,93,52415,32202,39626,16693,1724,7963,2678,83,418,24,539
Thailand,1997,19823,39420,5250,27721,4422,6857,22820,88,48528,30820,36712,16488,1598,8769,2572,64,357,22,479
Thailand,1998,20988,40972,5482,27903,4457,6974,25706,92,51254,32057,37354,17730,1612,9754,2671,49,311,21,456
Thailand,1999,22904,44453,5946,29641,4699,7368,28269,99,54558,34687,39365,20118,1684,10861,2872,33,262,20,425
Thailand,2000,23099,44916,5954,29549,4592,7292,29961,99,53630,35069,38719,21045,1713,11576,2897,17,209,20,399
Thailand,2001,22255,43069,5645,28543,4262,6794,30646,93,49679,33170,36375,20578,1690,12054,2748,15,189,21,374
Thailand,2002,23048,44675,5764,29201,4241,6760,30795,95,49759,33798,36786,21506,1737,12644,2812,14,172,21,349
Thailand,2003,23706,45558,5781,29632,4141,6570,29895,95,49716,33795,36779,21972,1759,12949,2845,13,157,21,324
Thailand,2004,24666,47636,5895,29981,4093,6585,28163,98,50652,34759,37489,22763,1820,12894,2984,12,141,20,291
Thailand,2005,25319,48889,5949,29347,4015,6591,24998,100,51222,35294,37722,23361,1862,12293,3092,11,127,19,260
Thailand,2006,25888,49766,5950,29831,3949,6657,20457,101,51245,36203,37783,24279,1937,11224,3072,10,116,17,232
Thailand,2007,26663,50727,5982,30436,3897,6753,17379,102,51409,37278,38034,25242,2020,10459,3101,9,109,16,213
Thailand,2008,27375,51667,6014,31002,3841,6839,16106,103,51697,38429,38215,26230,2100,10201,3112,9,102,15,189
Thailand,2009,27615,52121,6005,31400,3763,6864,15295,103,51838,39271,37935,27009,2166,10089,3120,9,94,13,161
Thailand,2010,28687,53757,6150,32475,3795,7061,15101,106,53079,41030,38739,28452,2277,10251,3203,8,84,12,138
Thailand,2011,28856,54195,6176,33161,3764,7138,14961,106,53374,42378,38499,29529,2372,10355,3241,7,76,10,121
Thailand,2012,28540,54378,6217,33685,3740,7225,15659,108,53274,44093,37756,30678,2477,10648,3269,6,72,10,115
Thailand,2013,27928,54891,6298,34006,3723,7334,17565,110,53165,46334,36755,31782,2606,11209,3293,6,66,9,104
Thailand,2014,27887,56447,6496,34773,3782,7606,18975,114,54012,49345,36476,33545,2736,11610,3360,5,65,8,100
Thailand,2015,28411,58381,6728,35776,3856,7900,19398,119,55270,52259,36698,35349,2865,11692,3430,5,63,7,95
Thailand,2016,29458,61859,7122,37245,4026,8364,19635,127,57666,55296,37627,37888,2989,11272,3562,3,59,7,95
Thailand,2017,30297,64326,7416,37864,4124,8695,19358,133,59295,57256,38260,39639,3032,10780,3638,3,51,6,83
Thailand,2018,31966,66880,7753,38546,4237,9086,18506,139,61149,60883,39639,41744,3049,10736,3711,2,46,5,76
Thailand,2019,33772,69032,8064,39223,4329,9435,17611,146,62859,65179,40878,43873,3043,10674,3784,2,42,5,70
Timor,1990,56,412,38,76,62,228,28,13,326,184,1298,52,235,3,10,97,465,10,182
Timor,1991,58,421,39,81,64,226,39,13,332,189,1287,53,227,4,10,97,461,10,181
Timor,1992,57,438,41,87,66,224,57,14,342,198,1283,54,220,8,10,98,460,10,178
Timor,1993,58,454,42,92,69,220,80,14,351,207,1272,55,208,13,10,97,450,10,174
Timor,1994,57,466,43,95,70,213,104,15,356,214,1245,56,195,18,11,94,433,9,167
Timor,1995,56,483,45,99,73,206,128,15,365,224,1220,57,183,23,11,93,414,9,160
Timor,1996,55,497,46,101,75,198,147,16,372,233,1192,58,173,28,11,93,395,9,153
Timor,1997,54,506,47,99,77,188,161,16,373,242,1156,57,158,31,12,88,369,8,143
Timor,1998,54,532,49,101,81,182,171,17,386,258,1148,59,140,33,12,81,349,8,135
Timor,1999,54,558,52,104,85,177,178,18,402,274,1145,60,131,34,13,79,335,8,129
Timor,2000,53,598,55,111,91,173,181,19,425,294,1137,64,128,35,13,82,323,7,123
Timor,2001,55,632,59,114,96,168,182,20,441,311,1122,67,114,35,14,75,299,7,113
Timor,2002,59,669,62,118,101,164,182,21,459,328,1106,71,104,35,15,66,272,6,104
Timor,2003,68,719,67,126,108,164,182,23,485,352,1104,77,100,35,16,60,254,6,97
